row,final_classification,tier,signal,signal_count,g300_id,g300_name,g300_website,g300_created,g300_child_offices,g300_contacts,g300_opportunities,candidate_id,candidate_name,candidate_website,candidate_created,candidate_created_by,candidate_is_older,candidate_child_offices,candidate_contacts,candidate_opportunities,classifier_call,classifier_confidence,classifier_rationale,skeptic_agrees,skeptic_call,skeptic_rationale
360,disputed,3,website_domain_match,1,0016g00001AOHKvAAP,Littler Mendelson P.C.,www.littler.com,2021-01-20T19:59:49.000+0000,73,1793,461,0014L00000WF2vvQAD,Juan Carlos Varela & Asociados,www.littler.com,2022-09-22T13:00:45.000+0000,Kieran Hansen,N,1,9,2,predecessor_or_legacy,medium,"Caracas firm with website www.littler.com; all 9 contacts have @littler.com emails, and Littler's G300 hierarchy has no Venezuela office. From general knowledge, this Venezuelan firm combined with Littler to form Littler Venezuela, so this is a predecessor name. It is arguably also a country entity.",N,affiliate_or_office,"The record data matches the reviewer's summary: a Firm with website www.littler.com and a Caracas office; all 9 contacts have @littler.com emails, and Littler's hierarchy has no Venezuela office. Juan Carlos Varela himself sits in Littler's Miami office as a Partner (@littler.com). However, web sources, including Littler's legal notice as summarised in search results, describe Juan Carlos Varela & Asociados as a partnership organised under Venezuelan law and an independent member of Littler Global. Varela is the office managing shareholder of Littler's Venezuela offices. So this is the current, legally separate Venezuelan member entity, not a former name or a firm absorbed into Littler Mendelson P.C. Like row 359, it is a Littler country entity recorded as a Firm, and could be re-parented as an Office, following how this org already treats the Milan and Portugal member firms."
361,predecessor_or_legacy,3,website_domain_match,1,0016g00001AOHKvAAP,Littler Mendelson P.C.,www.littler.com,2021-01-20T19:59:49.000+0000,73,1793,461,0016g00001AOVdZAAX,Schuster Aguiló LLC,www.littler.com,2021-01-20T20:44:39.000+0000,Kamyar Jannati,N,1,25,1,predecessor_or_legacy,medium,"San Juan, Puerto Rico firm with website www.littler.com. Its contacts include the same people under both old @salawpr.com and newer @littler.com emails (Carl Schuster, Rafael Aguiló, Jose Santiago), which shows the firm moving into Littler, and Littler's hierarchy has no San Juan office. From general knowledge, Schuster Aguiló combined with Littler, so this is a firm that merged into the G300 firm.",Y,predecessor_or_legacy,"Confirmed: this is a Firm with website www.littler.com and one San Juan, PR office with 25 contacts. Old @salawpr.com contacts (Carl Schuster, Rafael Aguiló-Vélez, Jose Santiago, Miriam Barreto) sit alongside newer @littler.com records for the same people, and Littler's hierarchy has no San Juan office. Web sources (Littler press release 'Littler Expands to Puerto Rico'; Law360 'Littler Absorbs Puerto Rican Law Firm Schuster Aguilo') say Schuster Aguiló combined into Littler on 1 Jan 2014. Unlike the Venezuela and Denmark entities, it was absorbed, and Puerto Rico is US territory served by Littler Mendelson P.C. So this is a firm that merged into the G300 firm. The contacts and office now effectively belong under Littler, so it is a strong merge/re-parent candidate."
362,person_or_misfiled,3,website_domain_match,1,0016g00001AOHiJAAX,Lowenstein Sandler LLP,www.lowenstein.com,2021-01-20T20:16:25.000+0000,7,277,318,001Px00000VvoRTIAZ,Lowenstein Consulting,lowenstein.com,2025-11-13T10:24:11.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"A consultancy created in the 2025-11-13 Kieran Hansen batch that carries lowenstein.com. Its only contact is 'Michael Lowenstein DO' with a personal gmail address (Jersey City), so it is a non-law-firm business stored as a Firm and not Lowenstein Sandler.",Y,person_or_misfiled,"Confirmed: a Firm created 2025-11-13 by Kieran Hansen with website lowenstein.com and one Jersey City office. Its only contact is 'Michael Lowenstein DO' (DO is an osteopathic physician's credential) with @gmail.com, and there are no opportunities. This is not Lowenstein Sandler. It is a non-law business that picked up the G300 website because of the shared surname."
363,person_or_misfiled,3,website_domain_match,1,0016g00001AOHiJAAX,Lowenstein Sandler LLP,www.lowenstein.com,2021-01-20T20:16:25.000+0000,7,277,318,001Px00000VwUFsIAN,Lowenstein Holding,www.lowenstein.com,2025-11-13T11:45:37.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"A holding company created in the 2025-11-13 batch that carries www.lowenstein.com. Its only contact is Evan Lowenstein with a personal mail.com address (Los Angeles), so it is a non-law-firm organisation misfiled as a Firm with the G300 website.",Y,person_or_misfiled,"Confirmed: a Firm created 2025-11-13 by Kieran Hansen with website www.lowenstein.com and one Los Angeles office (Lowenstein Sandler has no LA office in its G300 hierarchy). Its only contact is Evan Lowenstein with a personal mail.com address, and there are no opportunities. It is a non-law-firm holding company misfiled with the G300 website because of the surname."
364,person_or_misfiled,3,website_domain_match,1,001Px00000VvaqoIAB,"Marshall Dennehey Warner Coleman & Goggin, P.C.",www.marshalldennehey.com,2021-01-20T20:18:48.000+0000,19,118,227,001Px00000VwRO3IAN,"John J. Hare, Ra, Pe, Pp",marshalldennehey.com,2025-11-13T11:46:03.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"The name is an individual with professional credentials (RA, PE, PP). The only contact is 'John Hare', title 'Expert', with a comcast.net email and a Turnersville, NJ office. This is an expert witness stored as a Firm with the G300's website (marshalldennehey.com).",Y,person_or_misfiled,"Verified. The name is an individual with professional credentials (RA, PE, PP). The record carries the G300 website marshalldennehey.com and is from the 2025-11-13 batch. Its Office is in Turnersville, NJ, and its only contact is John Hare, title 'Expert', with @comcast.net. This is an expert witness or consultant stored as a Firm. It is a data-quality problem, not a duplicate firm."
365,person_or_misfiled,3,website_domain_match,1,0016g00001AOLbIAAX,"Morgan, Lewis & Bockius LLP",www.morganlewis.com,2021-01-20T20:24:02.000+0000,40,3786,1961,001Px00000VvQmdIAF,"Brady , D",www.morganlewis.com,2025-11-13T10:00:07.000+0000,Kieran Hansen,N,1,3,2,person_or_misfiled,high,"The name is an individual in 'Surname , Initial' form, carrying Website www.morganlewis.com. Its Morristown NJ Office has a contact 'D Brady' (yahoo email) and opportunities named for D Brady's NJ Law Journal subscription, so this is a person stored as a Firm and not a duplicate firm.",Y,person_or_misfiled,"Checked live. The Firm record 'Brady , D' (Surname , Initial) has Website www.morganlewis.com and was created in the 2025-11-13 Kieran Hansen batch. Its Morristown NJ Office holds contact D Brady (@yahoo.com). It also holds two later-added 'Partner & Attorney' contacts with no email, David Delaney and Ann Young. The opps are '1850370144-D BRADY-2025 NJL' and '... - D Brady - Brady , D - NJLM', an individual's NJ Law Journal subscription. The record is named for one subscriber, and Morristown is not a Morgan Lewis office, so the website link is doubtful anyway. This is a person stored as a Firm, not a duplicate firm."
366,person_or_misfiled,3,website_domain_match,1,001Px00000VviUAIAZ,"Offit Kurman, P.A.",www.offitkurman.com,2021-01-20T20:29:55.000+0000,23,354,75,001Px00000VvMzQIAV,Diana Roskies,www.offitkurman.com,2025-11-13T09:50:51.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"The record is an individual's name stored as a Firm, created in the 2025-11-13 batch with website www.offitkurman.com. Its single Office (New York) holds one contact, Diana Roskies herself, with no email. It is a person record, not a duplicate firm.",Y,person_or_misfiled,"Checked live. This is the Firm record 'Diana Roskies' (2025-11-13, Kieran Hansen, www.offitkurman.com). Its one Office 'Diana Roskies' in New York holds only the contact Diana Roskies (no email, no title). It is an individual stored as a Firm with the G300 website, not a second firm record, so any merge should move the contact to the G300 Offit Kurman NY office rather than merge the Firm."
367,person_or_misfiled,3,website_domain_match,1,001Px00000VviUAIAZ,"Offit Kurman, P.A.",www.offitkurman.com,2021-01-20T20:29:55.000+0000,23,354,75,001Px00000VwZkjIAF,Scott Piekarsky,offitkurman.com,2025-11-13T11:46:50.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"The record is an individual's name stored as a Firm (2025-11-13 batch) with website offitkurman.com. Its single Office (Wyckoff, NJ) holds one contact, 'Scott B Piekarsky', Attorney, with an @aol.com email. From general knowledge, he was an attorney at Offit Kurman. This is a person record, not a duplicate firm.",Y,person_or_misfiled,"Checked live. This is the Firm record 'Scott Piekarsky' (2025-11-13, Kieran Hansen, offitkurman.com). Its Office in Wyckoff, NJ holds 'Scott B Piekarsky', Attorney, @aol.com. The same email also appears on a contact under a separate firm record 'Piekarsky And Assoc LLC', so he has his own practice record, and his tie to Offit Kurman (partly general knowledge) is uncertain. Either way this is a person stored as a Firm, not a duplicate of Offit Kurman."
368,person_or_misfiled,3,website_domain_match,1,001Px00000VvpWQIAZ,Perkins Coie LLP,www.perkinscoie.com,2021-01-20T20:33:56.000+0000,34,1914,927,001Px00000VvdkuIAB,"Blais, Robert E",perkinscoie.com,2025-11-13T09:49:44.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"The record is an individual's name ('Last, First M') stored as a Firm (2025-11-13 batch) with website perkinscoie.com. Its single Office (Delray Beach, FL) holds one contact, Robert E Blais, with an @comcast.net email. It is a person record, not a duplicate firm.",Y,person_or_misfiled,"Checked live. This is the Firm record 'Blais, Robert E' (2025-11-13, Kieran Hansen, perkinscoie.com). Its one Office in Delray Beach, FL holds only Robert E Blais (@comcast.net). It is an individual in 'Last, First' format stored as a Firm with the G300 website, not a duplicate firm."
369,person_or_misfiled,3,website_domain_match,1,0016g00001AOTxNAAX,Robinson & Cole LLP,www.rc.com,2021-01-20T20:41:18.000+0000,8,242,177,0016g00001AOTnKAAX,Riverside County,www.rc.com,2021-01-20T20:40:57.000+0000,Kamyar Jannati,Y,2,3,3,person_or_misfiled,high,"This is a county government stored as a Firm and wrongly given Robinson & Cole's website (www.rc.com); its HR Office uses @rc-hr.com contacts. Separately, its child Office 'Library Irc' (Biscayne One, FL; contact @rc.com, created 2026-08-21) appears to be a Robinson & Cole location attached to the wrong parent.",Y,person_or_misfiled,"Confirmed live. Riverside County is a non-law-firm county government stored as a Firm and wrongly carrying www.rc.com. Its HR Office (4080 Lemon St, Riverside, CA) uses @rc-hr.com contacts. It is not a duplicate. unrelated would also be defensible. Separately, its child Office 'Library Irc' (001Px00000j8QMHIA2, created 2026-08-21) is at 777 Brickell Ave Ste 680, with contact @rc.com and 'LIBRARY IRC FLCDL25' opps. That looks like a Robinson & Cole Miami location attached to the wrong parent; from general knowledge, Robinson+Cole has a Miami office. It should be reparented to the G300 record, but the Firm record itself is not a duplicate."
370,person_or_misfiled,3,website_domain_match,1,0016g00001AOVKNAA5,Saul Ewing LLP,www.saul.com,2021-01-20T20:44:04.000+0000,24,335,269,001Px00000VvZ2xIAF,"General Security Consultants, Inc",saul.com,2025-11-13T10:01:24.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"This is a security consultancy, not a law firm, but it carries Saul Ewing's website saul.com (created 2025-11-13 by Kieran Hansen). It has one Baltimore, MD Office and one contact, Thomas P. Prevas, 'Expert Witness', with a yahoo.com email. The website is misattributed; this is not a duplicate firm. Its ALM_Account_ID__c (0013600000IJU8wAAH) is different from Saul Ewing's.",Y,person_or_misfiled,"Checked live. 'General Security Consultants, Inc' was created 2025-11-13 by Kieran Hansen. It carries Website 'saul.com' and Industry 'Legal Services'. Its child Office, which also carries saul.com, is at PO Box 25818, Baltimore MD. Its one contact is Thomas P. Prevas, 'Expert Witness', with a yahoo.com email. Its ALM_Account_ID__c is 0013600000IJU8wAAH, while Saul Ewing's is 0013600001lfydkAAA. This is a security or expert-witness consultancy with Saul Ewing's domain wrongly attached, not a duplicate of the law firm. Fix the website."
371,person_or_misfiled,3,website_domain_match,1,001Px00000VvhWzIAJ,Shutts & Bowen LLP,www.shutts.com,2021-01-20T20:46:48.000+0000,8,121,71,001Px00000VvoQmIAJ,The Juliard School,shutts.com,2025-11-13T10:23:16.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"A school (a misspelling of Juilliard, New York office) created in the 2025-11-13 batch with website shutts.com and one contact who has no email. It is a non-law-firm organisation stored as a Firm with Shutts & Bowen's website.",Y,person_or_misfiled,"Confirmed: 'The Juliard School' (a misspelling of the Juilliard School) is a Firm created 2025-11-13 by Kieran Hansen with website shutts.com and one New York office. Its one contact is Jessica Rothbart, with no email, and there are no opportunities. It is a performing-arts school, not a law firm, and has no link to Shutts & Bowen beyond the wrong website."
372,person_or_misfiled,3,website_domain_match,1,0016g00001AO596AAD,"Smith, Gambrell & Russell, LLP",www.sgrlaw.com,2021-01-20T19:51:21.000+0000,18,440,295,001Px00000VyAxtIAF,Gambrell Financial Advisors Inc,www.sgrlaw.com,2025-11-13T16:23:35.000+0000,Kieran Hansen,N,1,1,0,person_or_misfiled,high,"A financial advisory company in Birmingham with blank Industry and one contact, Dean Gambrell, created in the 2025-11-13 batch. It carries www.sgrlaw.com only because of the 'Gambrell' name fragment, so it is a non-law-firm organisation misfiled as a Firm.",Y,person_or_misfiled,"Confirmed: a Firm created 2025-11-13 by Kieran Hansen with blank Industry, website www.sgrlaw.com, and one Birmingham, AL office. That office has a blank website. Its only contact is Dean Gambrell (no email), and there are no opportunities. It is a financial advisory business that shares only the 'Gambrell' name fragment with Smith, Gambrell & Russell, so it is a non-law organisation misfiled as a Firm."
373,unrelated,3,website_domain_match,1,0016g00001AOZ77AAH,Stinson LLP,www.stinson.com,2021-01-20T20:50:36.000+0000,17,335,294,0016g00001AOhwyAAD,Zimolong LLC,www.stinson.com,2021-01-20T21:07:34.000+0000,Kamyar Jannati,N,1,1,0,unrelated,high,"This is a separate Pennsylvania law firm, with its Office in Villanova, PA, and its partner Wally Zimolong at sigzim.com. The only match is the Website field, which wrongly holds www.stinson.com. The website should be corrected, but the firm is not the same as Stinson LLP.",Y,unrelated,"I checked this against the live records and it holds. 'Zimolong LLC' (created 2021-01-20 by Kamyar Jannati) has an Office in Villanova, PA. Its only contact, Partner Wally Zimolong, uses @sigzim.com. The only link to Stinson LLP is the Website field, which wrongly holds www.stinson.com. Separately, it looks like a duplicate of the other Zimolong firm records, 'Zimolong Law LLC' (www.zimolonglaw.com) and 'Zimolong LLC' (zimolonglaw.com), and its Website should be corrected. As a pair with Stinson LLP, it is unrelated."
